"Date Printed: Tuesday, June 6, 2023 11:21:49 AM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Female | Male | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2022 are considered preliminary (subject to a 12-month reporting delay). Inclusion of 2022 data in trend assessments is discouraged. Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Data by transmission category presented based on assigned sex at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2021","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","8","3.1","258,705"
"HIV diagnoses","2021","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","5,908"
"HIV diagnoses","2021","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","1","16.8","5,943"
"HIV diagnoses","2021","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","1","33.5","2,981"
"HIV diagnoses","2021","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","2","46.9","4,261"
"HIV diagnoses","2021","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","6,126"
"HIV diagnoses","2021","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","4,871"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","3","1.1","263,448"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","7","2.7","257,368"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","5,562"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","2","35.1","5,692"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","2,901"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","1","24.1","4,157"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","6,070"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","4,796"
"HIV diagnoses","2019","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","0","0.0","258,074"
"HIV diagnoses","2019","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","7","2.8","248,279"
"HIV diagnoses","2019","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","5,245"
"HIV diagnoses","2019","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","1","19.0","5,260"
"HIV diagnoses","2019","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","1","36.4","2,746"
"HIV diagnoses","2019","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","1","25.7","3,896"
"HIV diagnoses","2019","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","5,779"
"HIV diagnoses","2019","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","1","21.7","4,602"
"HIV diagnoses","2018","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","1","0.4","258,664"
"HIV diagnoses","2018","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","13","5.2","248,459"
"HIV diagnoses","2018","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","5,012"
"HIV diagnoses","2018","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","0","0.0","5,116"
"HIV diagnoses","2018","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","2","75.5","2,649"
"HIV diagnoses","2018","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","0","0.0","3,725"
"HIV diagnoses","2018","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","5,703"
"HIV diagnoses","2018","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","2","44.0","4,545"
"HIV diagnoses","2017","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","5","1.9","258,831"
"HIV diagnoses","2017","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","10","4.0","248,617"
"HIV diagnoses","2017","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","4,818"
"HIV diagnoses","2017","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","2","40.2","4,977"
"HIV diagnoses","2017","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","1","38.1","2,627"
"HIV diagnoses","2017","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","1","28.0","3,571"
"HIV diagnoses","2017","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","5,630"
"HIV diagnoses","2017","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","1","22.2","4,502"
"HIV diagnoses","2016","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","0","0.0","259,009"
"HIV diagnoses","2016","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","4","1.6","248,730"
"HIV diagnoses","2016","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","4,566"
"HIV diagnoses","2016","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","0","0.0","4,784"
"HIV diagnoses","2016","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","2,565"
"HIV diagnoses","2016","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","1","29.2","3,421"
"HIV diagnoses","2016","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","5,226"
"HIV diagnoses","2016","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","4,113"
"HIV diagnoses","2015","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","4","1.5","259,799"
"HIV diagnoses","2015","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","7","2.8","249,306"
"HIV diagnoses","2015","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","4,438"
"HIV diagnoses","2015","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","2","43.7","4,575"
"HIV diagnoses","2015","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","2,510"
"HIV diagnoses","2015","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","0","0.0","3,287"
"HIV diagnoses","2015","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","1","20.0","5,010"
"HIV diagnoses","2015","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","3,915"
"HIV diagnoses","2014","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","2","0.8","260,215"
"HIV diagnoses","2014","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","7","2.8","249,796"
"HIV diagnoses","2014","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","4,305"
"HIV diagnoses","2014","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","1","22.5","4,441"
"HIV diagnoses","2014","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","2","84.5","2,366"
"HIV diagnoses","2014","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","2","64.0","3,123"
"HIV diagnoses","2014","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","1","22.3","4,491"
"HIV diagnoses","2014","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","3,445"
"HIV diagnoses","2013","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","1","0.4","260,666"
"HIV diagnoses","2013","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","7","2.8","250,176"
"HIV diagnoses","2013","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","4,158"
"HIV diagnoses","2013","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","1","22.9","4,363"
"HIV diagnoses","2013","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","2,300"
"HIV diagnoses","2013","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","3","99.3","3,022"
"HIV diagnoses","2013","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","4,351"
"HIV diagnoses","2013","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","3,317"
"HIV diagnoses","2012","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","2","0.8","260,811"
"HIV diagnoses","2012","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","8","3.2","249,874"
"HIV diagnoses","2012","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","3,968"
"HIV diagnoses","2012","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","0","0.0","4,121"
"HIV diagnoses","2012","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","1","46.8","2,138"
"HIV diagnoses","2012","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","1","35.0","2,861"
"HIV diagnoses","2012","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","4,184"
"HIV diagnoses","2012","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","1","31.2","3,204"
"HIV diagnoses","2011","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","1","0.4","261,053"
"HIV diagnoses","2011","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","9","3.6","249,970"
"HIV diagnoses","2011","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","3,810"
"HIV diagnoses","2011","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","2","49.9","4,007"
"HIV diagnoses","2011","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","2,088"
"HIV diagnoses","2011","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","1","36.2","2,764"
"HIV diagnoses","2011","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","4,064"
"HIV diagnoses","2011","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","3,104"
"HIV diagnoses","2010","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","1","0.4","260,776"
"HIV diagnoses","2010","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","14","5.6","249,464"
"HIV diagnoses","2010","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","3,633"
"HIV diagnoses","2010","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","3","83.2","3,606"
"HIV diagnoses","2010","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","1","51.5","1,942"
"HIV diagnoses","2010","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","0","0.0","2,606"
"HIV diagnoses","2010","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","3,773"
"HIV diagnoses","2010","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","2,866"
"HIV diagnoses","2009","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","4","1.5","261,397"
"HIV diagnoses","2009","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","11","4.4","249,678"
"HIV diagnoses","2009","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","3,535"
"HIV diagnoses","2009","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","1","27.4","3,648"
"HIV diagnoses","2009","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","1,728"
"HIV diagnoses","2009","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","1","43.7","2,290"
"HIV diagnoses","2009","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","3,181"
"HIV diagnoses","2009","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","2,556"
"HIV diagnoses","2008","Vermont","50","Ages 13 years and older","White","Female","All transmission categories","1","0.4","261,259"
"HIV diagnoses","2008","Vermont","50","Ages 13 years and older","White","Male","All transmission categories","12","4.8","249,207"
"HIV diagnoses","2008","Vermont","50","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","0","0.0","3,412"
"HIV diagnoses","2008","Vermont","50","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","1","28.9","3,466"
"HIV diagnoses","2008","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","1,637"
"HIV diagnoses","2008","Vermont","50","Ages 13 years and older","Black/African American","Male","All transmission categories","0","0.0","2,171"
"HIV diagnoses","2008","Vermont","50","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","3,135"
"HIV diagnoses","2008","Vermont","50","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","2,495"
"HIV diagnoses","2021","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","40","1.7","2,287,557"
"HIV diagnoses","2021","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","173","7.7","2,241,744"
"HIV diagnoses","2021","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","10","3.0","328,756"
"HIV diagnoses","2021","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","85","24.2","351,434"
"HIV diagnoses","2021","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","99","13.6","727,732"
"HIV diagnoses","2021","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","341","51.2","665,932"
"HIV diagnoses","2021","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","4","1.5","274,074"
"HIV diagnoses","2021","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","17","7.0","243,649"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","19","0.8","2,293,572"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","99","4.4","2,248,065"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","8","2.5","319,785"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","57","16.6","342,876"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","79","10.9","723,729"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","325","49.1","662,413"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","2","0.7","269,354"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","4","1.7","238,989"
"HIV diagnoses","2019","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","26","1.1","2,306,024"
"HIV diagnoses","2019","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","153","6.9","2,228,033"
"HIV diagnoses","2019","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","15","4.9","309,203"
"HIV diagnoses","2019","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","77","23.4","329,099"
"HIV diagnoses","2019","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","112","15.6","719,988"
"HIV diagnoses","2019","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","407","62.6","650,177"
"HIV diagnoses","2019","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","2","0.8","264,477"
"HIV diagnoses","2019","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","7","3.0","231,408"
"HIV diagnoses","2018","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","26","1.1","2,306,556"
"HIV diagnoses","2018","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","183","8.2","2,227,447"
"HIV diagnoses","2018","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","12","4.0","299,662"
"HIV diagnoses","2018","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","95","29.8","319,315"
"HIV diagnoses","2018","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","130","18.2","714,902"
"HIV diagnoses","2018","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","364","56.4","645,164"
"HIV diagnoses","2018","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","2","0.8","257,915"
"HIV diagnoses","2018","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","15","6.7","225,222"
"HIV diagnoses","2017","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","43","1.9","2,307,178"
"HIV diagnoses","2017","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","162","7.3","2,228,841"
"HIV diagnoses","2017","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","14","4.8","290,451"
"HIV diagnoses","2017","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","83","26.7","310,556"
"HIV diagnoses","2017","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","116","16.3","710,061"
"HIV diagnoses","2017","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","363","56.7","640,528"
"HIV diagnoses","2017","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","5","2.0","252,430"
"HIV diagnoses","2017","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","21","9.5","220,248"
"HIV diagnoses","2016","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","25","1.1","2,306,620"
"HIV diagnoses","2016","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","176","7.9","2,227,741"
"HIV diagnoses","2016","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","18","6.4","280,441"
"HIV diagnoses","2016","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","114","37.9","300,534"
"HIV diagnoses","2016","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","119","16.9","704,353"
"HIV diagnoses","2016","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","394","62.1","634,360"
"HIV diagnoses","2016","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","3","1.2","244,601"
"HIV diagnoses","2016","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","17","8.0","213,002"
"HIV diagnoses","2015","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","25","1.1","2,307,370"
"HIV diagnoses","2015","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","184","8.3","2,228,147"
"HIV diagnoses","2015","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","11","4.1","271,370"
"HIV diagnoses","2015","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","109","37.3","291,896"
"HIV diagnoses","2015","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","143","20.5","698,879"
"HIV diagnoses","2015","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","422","67.1","629,320"
"HIV diagnoses","2015","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","3","1.3","236,359"
"HIV diagnoses","2015","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","17","8.3","205,972"
"HIV diagnoses","2014","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","27","1.2","2,308,420"
"HIV diagnoses","2014","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","216","9.7","2,227,319"
"HIV diagnoses","2014","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","19","7.2","263,336"
"HIV diagnoses","2014","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","77","27.1","283,781"
"HIV diagnoses","2014","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","128","18.5","692,920"
"HIV diagnoses","2014","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","366","58.8","622,278"
"HIV diagnoses","2014","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","3","1.3","228,105"
"HIV diagnoses","2014","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","14","7.1","198,313"
"HIV diagnoses","2013","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","25","1.1","2,304,805"
"HIV diagnoses","2013","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","227","10.2","2,221,457"
"HIV diagnoses","2013","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","13","5.1","255,238"
"HIV diagnoses","2013","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","84","30.4","276,193"
"HIV diagnoses","2013","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","133","19.4","686,474"
"HIV diagnoses","2013","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","396","64.4","614,946"
"HIV diagnoses","2013","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","2","0.9","219,519"
"HIV diagnoses","2013","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","14","7.3","190,683"
"HIV diagnoses","2012","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","29","1.3","2,297,274"
"HIV diagnoses","2012","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","205","9.3","2,211,123"
"HIV diagnoses","2012","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","14","5.7","246,727"
"HIV diagnoses","2012","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","95","35.5","267,924"
"HIV diagnoses","2012","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","132","19.4","679,527"
"HIV diagnoses","2012","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","395","65.0","607,235"
"HIV diagnoses","2012","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","4","1.9","212,535"
"HIV diagnoses","2012","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","12","6.5","184,351"
"HIV diagnoses","2011","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","20","0.9","2,286,507"
"HIV diagnoses","2011","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","191","8.7","2,195,973"
"HIV diagnoses","2011","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","16","6.7","237,756"
"HIV diagnoses","2011","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","90","34.7","259,410"
"HIV diagnoses","2011","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","135","20.1","672,408"
"HIV diagnoses","2011","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","376","62.7","599,805"
"HIV diagnoses","2011","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","3","1.5","203,722"
"HIV diagnoses","2011","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","10","5.6","177,408"
"HIV diagnoses","2010","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","27","1.2","2,276,183"
"HIV diagnoses","2010","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","215","9.9","2,182,518"
"HIV diagnoses","2010","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","17","7.4","228,626"
"HIV diagnoses","2010","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","87","34.7","250,928"
"HIV diagnoses","2010","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","173","25.9","666,744"
"HIV diagnoses","2010","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","410","69.1","593,345"
"HIV diagnoses","2010","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","1","0.5","196,162"
"HIV diagnoses","2010","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","7","4.1","171,238"
"HIV diagnoses","2009","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","21","0.9","2,279,085"
"HIV diagnoses","2009","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","212","9.7","2,176,182"
"HIV diagnoses","2009","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","19","10.0","190,175"
"HIV diagnoses","2009","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","75","33.8","221,588"
"HIV diagnoses","2009","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","159","24.0","662,524"
"HIV diagnoses","2009","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","409","69.0","593,154"
"HIV diagnoses","2009","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","4","2.4","168,737"
"HIV diagnoses","2009","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","10","6.6","152,204"
"HIV diagnoses","2008","Virginia","51","Ages 13 years and older","White","Female","All transmission categories","25","1.1","2,265,486"
"HIV diagnoses","2008","Virginia","51","Ages 13 years and older","White","Male","All transmission categories","211","9.8","2,163,752"
"HIV diagnoses","2008","Virginia","51","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","15","8.3","181,322"
"HIV diagnoses","2008","Virginia","51","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","94","44.4","211,688"
"HIV diagnoses","2008","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","207","31.6","655,258"
"HIV diagnoses","2008","Virginia","51","Ages 13 years and older","Black/African American","Male","All transmission categories","434","74.0","586,811"
"HIV diagnoses","2008","Virginia","51","Ages 13 years and older","Asian","Female","All transmission categories","2","1.2","163,445"
"HIV diagnoses","2008","Virginia","51","Ages 13 years and older","Asian","Male","All transmission categories","11","7.5","147,284"
"HIV diagnoses","2021","Washington","53","Ages 13 years and older","White","Female","All transmission categories","23","1.0","2,234,593"
"HIV diagnoses","2021","Washington","53","Ages 13 years and older","White","Male","All transmission categories","162","7.2","2,242,446"
"HIV diagnoses","2021","Washington","53","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","14","3.7","378,978"
"HIV diagnoses","2021","Washington","53","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","107","26.1","409,981"
"HIV diagnoses","2021","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","39","33.2","117,607"
"HIV diagnoses","2021","Washington","53","Ages 13 years and older","Black/African American","Male","All transmission categories","57","38.9","146,711"
"HIV diagnoses","2021","Washington","53","Ages 13 years and older","Asian","Female","All transmission categories","1","0.3","344,966"
